trajectory,bone,n_frames,posRms_mm,posP95_mm,posMax_mm,rotRms_deg,rotP95_deg,rotMax_deg
static_combinedbody_camera_motion,femur,332,251.282852421498,537.601640724274,630.847905354189,11.8627813121188,23.6854432201269,27.8935096330348
static_combinedbody_camera_motion,tibia,219,116.115030242495,242.020480063225,301.955845240759,6.0367477509859,11.9332772055648,14.1813887570583
static_combinedbody_camera_motion_forbak,femur,435,313.873433577832,490.165717078428,534.736923018518,3.25372020719119,5.25043615321399,7.37335466374921
static_combinedbody_camera_motion_forbak,tibia,297,216.504507300241,325.201955551218,365.768527245854,3.05576638013615,5.80447815090039,6.71354926127303
overall,sigma_optical_tracking,NaN,250.786045146172,NaN,NaN,NaN,NaN,NaN
